
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:40:02.054 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   420.   420 a     -0.18505027 H =     -5.03548 eV
   LUMO:   421.   421 a     -0.14010114 H =     -3.81235 eV
   Gap :                    +0.04494914 H =     +1.22313 eV
 
Number of MOs=   3970, Electrons=    840.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
 1067.  1067 a                     +0.770373 H =       +20.963 eV
 1066.  1066 a                     +0.768996 H =       +20.925 eV
 1065.  1065 a                     +0.767223 H =       +20.877 eV
 1064.  1064 a                     +0.765601 H =       +20.833 eV
 1063.  1063 a                     +0.763712 H =       +20.782 eV
 1062.  1062 a                     +0.762214 H =       +20.741 eV
 1061.  1061 a                     +0.761494 H =       +20.721 eV
 1060.  1060 a                     +0.758513 H =       +20.640 eV
 1059.  1059 a                     +0.757206 H =       +20.605 eV
 1058.  1058 a                     +0.755482 H =       +20.558 eV
 1057.  1057 a                     +0.754905 H =       +20.542 eV
 1056.  1056 a                     +0.754026 H =       +20.518 eV
 1055.  1055 a                     +0.751699 H =       +20.455 eV
 1054.  1054 a                     +0.750702 H =       +20.428 eV
 1053.  1053 a                     +0.750330 H =       +20.418 eV
 1052.  1052 a                     +0.748992 H =       +20.381 eV
 1051.  1051 a                     +0.747850 H =       +20.350 eV
 1050.  1050 a                     +0.746724 H =       +20.319 eV
 1049.  1049 a                     +0.745310 H =       +20.281 eV
 1048.  1048 a                     +0.743238 H =       +20.225 eV
 1047.  1047 a                     +0.742194 H =       +20.196 eV
 1046.  1046 a                     +0.741552 H =       +20.179 eV
 1045.  1045 a                     +0.738784 H =       +20.103 eV
 1044.  1044 a                     +0.737527 H =       +20.069 eV
 1043.  1043 a                     +0.736413 H =       +20.039 eV
 1042.  1042 a                     +0.735911 H =       +20.025 eV
 1041.  1041 a                     +0.733819 H =       +19.968 eV
 1040.  1040 a                     +0.732825 H =       +19.941 eV
 1039.  1039 a                     +0.731221 H =       +19.898 eV
 1038.  1038 a                     +0.730539 H =       +19.879 eV
 1037.  1037 a                     +0.729897 H =       +19.862 eV
 1036.  1036 a                     +0.726367 H =       +19.765 eV
 1035.  1035 a                     +0.726068 H =       +19.757 eV
 1034.  1034 a                     +0.725723 H =       +19.748 eV
 1033.  1033 a                     +0.724087 H =       +19.703 eV
 1032.  1032 a                     +0.722417 H =       +19.658 eV
 1031.  1031 a                     +0.720719 H =       +19.612 eV
 1030.  1030 a                     +0.719424 H =       +19.577 eV
 1029.  1029 a                     +0.717027 H =       +19.511 eV
 1028.  1028 a                     +0.716220 H =       +19.489 eV
 1027.  1027 a                     +0.714627 H =       +19.446 eV
 1026.  1026 a                     +0.713484 H =       +19.415 eV
 1025.  1025 a                     +0.712076 H =       +19.377 eV
 1024.  1024 a                     +0.710826 H =       +19.343 eV
 1023.  1023 a                     +0.709138 H =       +19.297 eV
 1022.  1022 a                     +0.707436 H =       +19.250 eV
 1021.  1021 a                     +0.706335 H =       +19.220 eV
 1020.  1020 a                     +0.702080 H =       +19.105 eV
 1019.  1019 a                     +0.701301 H =       +19.083 eV
 1018.  1018 a                     +0.700718 H =       +19.068 eV
 1017.  1017 a                     +0.699670 H =       +19.039 eV
 1016.  1016 a                     +0.698646 H =       +19.011 eV
 1015.  1015 a                     +0.697821 H =       +18.989 eV
 1014.  1014 a                     +0.695648 H =       +18.930 eV
 1013.  1013 a                     +0.692977 H =       +18.857 eV
 1012.  1012 a                     +0.691546 H =       +18.818 eV
 1011.  1011 a                     +0.689781 H =       +18.770 eV
 1010.  1010 a                     +0.688522 H =       +18.736 eV
 1009.  1009 a                     +0.686313 H =       +18.676 eV
 1008.  1008 a                     +0.685502 H =       +18.653 eV
 1007.  1007 a                     +0.684795 H =       +18.634 eV
 1006.  1006 a                     +0.684345 H =       +18.622 eV
 1005.  1005 a                     +0.682697 H =       +18.577 eV
 1004.  1004 a                     +0.681976 H =       +18.558 eV
 1003.  1003 a                     +0.680909 H =       +18.528 eV
 1002.  1002 a                     +0.680315 H =       +18.512 eV
 1001.  1001 a                     +0.677213 H =       +18.428 eV
 1000.  1000 a                     +0.673431 H =       +18.325 eV
  999.   999 a                     +0.672814 H =       +18.308 eV
  998.   998 a                     +0.670646 H =       +18.249 eV
  997.   997 a                     +0.669678 H =       +18.223 eV
  996.   996 a                     +0.669364 H =       +18.214 eV
  995.   995 a                     +0.668800 H =       +18.199 eV
  994.   994 a                     +0.667974 H =       +18.177 eV
  993.   993 a                     +0.666690 H =       +18.142 eV
  992.   992 a                     +0.665706 H =       +18.115 eV
  991.   991 a                     +0.663114 H =       +18.044 eV
  990.   990 a                     +0.662279 H =       +18.022 eV
  989.   989 a                     +0.661645 H =       +18.004 eV
  988.   988 a                     +0.660258 H =       +17.967 eV
  987.   987 a                     +0.659092 H =       +17.935 eV
  986.   986 a                     +0.656681 H =       +17.869 eV
  985.   985 a                     +0.655993 H =       +17.850 eV
  984.   984 a                     +0.655337 H =       +17.833 eV
  983.   983 a                     +0.653313 H =       +17.778 eV
  982.   982 a                     +0.653138 H =       +17.773 eV
  981.   981 a                     +0.652528 H =       +17.756 eV
  980.   980 a                     +0.649933 H =       +17.686 eV
  979.   979 a                     +0.648453 H =       +17.645 eV
  978.   978 a                     +0.647270 H =       +17.613 eV
  977.   977 a                     +0.645525 H =       +17.566 eV
  976.   976 a                     +0.644462 H =       +17.537 eV
  975.   975 a                     +0.643617 H =       +17.514 eV
  974.   974 a                     +0.642156 H =       +17.474 eV
  973.   973 a                     +0.640236 H =       +17.422 eV
  972.   972 a                     +0.637181 H =       +17.339 eV
  971.   971 a                     +0.636008 H =       +17.307 eV
  970.   970 a                     +0.634772 H =       +17.273 eV
  969.   969 a                     +0.633212 H =       +17.231 eV
  968.   968 a                     +0.632594 H =       +17.214 eV
  967.   967 a                     +0.631772 H =       +17.191 eV
  966.   966 a                     +0.630998 H =       +17.170 eV
  965.   965 a                     +0.630103 H =       +17.146 eV
  964.   964 a                     +0.629254 H =       +17.123 eV
  963.   963 a                     +0.628384 H =       +17.099 eV
  962.   962 a                     +0.627231 H =       +17.068 eV
  961.   961 a                     +0.626701 H =       +17.053 eV
  960.   960 a                     +0.626167 H =       +17.039 eV
  959.   959 a                     +0.624403 H =       +16.991 eV
  958.   958 a                     +0.623896 H =       +16.977 eV
  957.   957 a                     +0.622644 H =       +16.943 eV
  956.   956 a                     +0.620851 H =       +16.894 eV
  955.   955 a                     +0.618710 H =       +16.836 eV
  954.   954 a                     +0.618213 H =       +16.822 eV
  953.   953 a                     +0.616554 H =       +16.777 eV
  952.   952 a                     +0.615351 H =       +16.745 eV
  951.   951 a                     +0.614091 H =       +16.710 eV
  950.   950 a                     +0.612249 H =       +16.660 eV
  949.   949 a                     +0.611876 H =       +16.650 eV
  948.   948 a                     +0.610532 H =       +16.613 eV
  947.   947 a                     +0.609512 H =       +16.586 eV
  946.   946 a                     +0.608858 H =       +16.568 eV
  945.   945 a                     +0.606801 H =       +16.512 eV
  944.   944 a                     +0.605150 H =       +16.467 eV
  943.   943 a                     +0.603897 H =       +16.433 eV
  942.   942 a                     +0.603369 H =       +16.419 eV
  941.   941 a                     +0.602754 H =       +16.402 eV
  940.   940 a                     +0.602371 H =       +16.391 eV
  939.   939 a                     +0.600645 H =       +16.344 eV
  938.   938 a                     +0.600376 H =       +16.337 eV
  937.   937 a                     +0.599769 H =       +16.321 eV
  936.   936 a                     +0.597648 H =       +16.263 eV
  935.   935 a                     +0.597124 H =       +16.249 eV
  934.   934 a                     +0.596897 H =       +16.242 eV
  933.   933 a                     +0.595336 H =       +16.200 eV
  932.   932 a                     +0.594156 H =       +16.168 eV
  931.   931 a                     +0.592196 H =       +16.114 eV
  930.   930 a                     +0.591266 H =       +16.089 eV
  929.   929 a                     +0.590190 H =       +16.060 eV
  928.   928 a                     +0.589316 H =       +16.036 eV
  927.   927 a                     +0.588512 H =       +16.014 eV
  926.   926 a                     +0.586812 H =       +15.968 eV
  925.   925 a                     +0.584719 H =       +15.911 eV
  924.   924 a                     +0.583524 H =       +15.878 eV
  923.   923 a                     +0.582626 H =       +15.854 eV
  922.   922 a                     +0.581334 H =       +15.819 eV
  921.   921 a                     +0.580733 H =       +15.803 eV
  920.   920 a                     +0.580582 H =       +15.798 eV
  919.   919 a                     +0.577994 H =       +15.728 eV
  918.   918 a                     +0.577419 H =       +15.712 eV
  917.   917 a                     +0.575912 H =       +15.671 eV
  916.   916 a                     +0.575338 H =       +15.656 eV
  915.   915 a                     +0.574087 H =       +15.622 eV
  914.   914 a                     +0.572298 H =       +15.573 eV
  913.   913 a                     +0.571118 H =       +15.541 eV
  912.   912 a                     +0.569733 H =       +15.503 eV
  911.   911 a                     +0.568401 H =       +15.467 eV
  910.   910 a                     +0.567033 H =       +15.430 eV
  909.   909 a                     +0.565870 H =       +15.398 eV
  908.   908 a                     +0.564164 H =       +15.352 eV
  907.   907 a                     +0.562587 H =       +15.309 eV
  906.   906 a                     +0.562569 H =       +15.308 eV
  905.   905 a                     +0.558728 H =       +15.204 eV
  904.   904 a                     +0.557878 H =       +15.181 eV
  903.   903 a                     +0.557100 H =       +15.159 eV
  902.   902 a                     +0.555978 H =       +15.129 eV
  901.   901 a                     +0.554525 H =       +15.089 eV
  900.   900 a                     +0.553261 H =       +15.055 eV
  899.   899 a                     +0.552234 H =       +15.027 eV
  898.   898 a                     +0.550969 H =       +14.993 eV
  897.   897 a                     +0.549693 H =       +14.958 eV
  896.   896 a                     +0.548372 H =       +14.922 eV
  895.   895 a                     +0.547619 H =       +14.901 eV
  894.   894 a                     +0.546059 H =       +14.859 eV
  893.   893 a                     +0.544456 H =       +14.815 eV
  892.   892 a                     +0.542776 H =       +14.770 eV
  891.   891 a                     +0.541344 H =       +14.731 eV
  890.   890 a                     +0.538859 H =       +14.663 eV
  889.   889 a                     +0.537859 H =       +14.636 eV
  888.   888 a                     +0.537487 H =       +14.626 eV
  887.   887 a                     +0.536833 H =       +14.608 eV
  886.   886 a                     +0.535607 H =       +14.575 eV
  885.   885 a                     +0.535396 H =       +14.569 eV
  884.   884 a                     +0.534037 H =       +14.532 eV
  883.   883 a                     +0.532220 H =       +14.482 eV
  882.   882 a                     +0.531094 H =       +14.452 eV
  881.   881 a                     +0.530785 H =       +14.443 eV
  880.   880 a                     +0.529092 H =       +14.397 eV
  879.   879 a                     +0.528538 H =       +14.382 eV
  878.   878 a                     +0.526877 H =       +14.337 eV
  877.   877 a                     +0.524728 H =       +14.279 eV
  876.   876 a                     +0.524241 H =       +14.265 eV
  875.   875 a                     +0.523806 H =       +14.254 eV
  874.   874 a                     +0.523268 H =       +14.239 eV
  873.   873 a                     +0.522800 H =       +14.226 eV
  872.   872 a                     +0.521680 H =       +14.196 eV
  871.   871 a                     +0.520144 H =       +14.154 eV
  870.   870 a                     +0.518290 H =       +14.103 eV
  869.   869 a                     +0.517781 H =       +14.090 eV
  868.   868 a                     +0.515626 H =       +14.031 eV
  867.   867 a                     +0.515414 H =       +14.025 eV
  866.   866 a                     +0.514622 H =       +14.004 eV
  865.   865 a                     +0.514285 H =       +13.994 eV
  864.   864 a                     +0.513879 H =       +13.983 eV
  863.   863 a                     +0.512673 H =       +13.951 eV
  862.   862 a                     +0.511159 H =       +13.909 eV
  861.   861 a                     +0.510675 H =       +13.896 eV
  860.   860 a                     +0.509755 H =       +13.871 eV
  859.   859 a                     +0.509118 H =       +13.854 eV
  858.   858 a                     +0.508265 H =       +13.831 eV
  857.   857 a                     +0.507777 H =       +13.817 eV
  856.   856 a                     +0.506466 H =       +13.782 eV
  855.   855 a                     +0.505759 H =       +13.762 eV
  854.   854 a                     +0.504388 H =       +13.725 eV
  853.   853 a                     +0.502990 H =       +13.687 eV
  852.   852 a                     +0.502370 H =       +13.670 eV
  851.   851 a                     +0.501661 H =       +13.651 eV
  850.   850 a                     +0.500371 H =       +13.616 eV
  849.   849 a                     +0.499731 H =       +13.598 eV
  848.   848 a                     +0.499552 H =       +13.594 eV
  847.   847 a                     +0.498568 H =       +13.567 eV
  846.   846 a                     +0.497737 H =       +13.544 eV
  845.   845 a                     +0.495993 H =       +13.497 eV
  844.   844 a                     +0.495019 H =       +13.470 eV
  843.   843 a                     +0.494369 H =       +13.452 eV
  842.   842 a                     +0.493660 H =       +13.433 eV
  841.   841 a                     +0.492786 H =       +13.409 eV
  840.   840 a                     +0.491507 H =       +13.375 eV
  839.   839 a                     +0.491087 H =       +13.363 eV
  838.   838 a                     +0.490762 H =       +13.354 eV
  837.   837 a                     +0.488785 H =       +13.301 eV
  836.   836 a                     +0.488218 H =       +13.285 eV
  835.   835 a                     +0.487218 H =       +13.258 eV
  834.   834 a                     +0.486371 H =       +13.235 eV
  833.   833 a                     +0.485536 H =       +13.212 eV
  832.   832 a                     +0.484923 H =       +13.195 eV
  831.   831 a                     +0.483657 H =       +13.161 eV
  830.   830 a                     +0.482623 H =       +13.133 eV
  829.   829 a                     +0.481725 H =       +13.108 eV
  828.   828 a                     +0.480343 H =       +13.071 eV
  827.   827 a                     +0.479905 H =       +13.059 eV
  826.   826 a                     +0.479682 H =       +13.053 eV
  825.   825 a                     +0.478279 H =       +13.015 eV
  824.   824 a                     +0.477819 H =       +13.002 eV
  823.   823 a                     +0.477360 H =       +12.990 eV
  822.   822 a                     +0.477171 H =       +12.984 eV
  821.   821 a                     +0.476603 H =       +12.969 eV
  820.   820 a                     +0.476093 H =       +12.955 eV
  819.   819 a                     +0.473877 H =       +12.895 eV
  818.   818 a                     +0.472313 H =       +12.852 eV
  817.   817 a                     +0.471665 H =       +12.835 eV
  816.   816 a                     +0.470425 H =       +12.801 eV
  815.   815 a                     +0.469580 H =       +12.778 eV
  814.   814 a                     +0.469116 H =       +12.765 eV
  813.   813 a                     +0.468661 H =       +12.753 eV
  812.   812 a                     +0.467028 H =       +12.708 eV
  811.   811 a                     +0.466607 H =       +12.697 eV
  810.   810 a                     +0.465725 H =       +12.673 eV
  809.   809 a                     +0.465131 H =       +12.657 eV
  808.   808 a                     +0.464232 H =       +12.632 eV
  807.   807 a                     +0.463500 H =       +12.612 eV
  806.   806 a                     +0.462033 H =       +12.573 eV
  805.   805 a                     +0.460625 H =       +12.534 eV
  804.   804 a                     +0.460036 H =       +12.518 eV
  803.   803 a                     +0.458670 H =       +12.481 eV
  802.   802 a                     +0.457818 H =       +12.458 eV
  801.   801 a                     +0.456318 H =       +12.417 eV
  800.   800 a                     +0.455194 H =       +12.386 eV
  799.   799 a                     +0.453357 H =       +12.336 eV
  798.   798 a                     +0.452540 H =       +12.314 eV
  797.   797 a                     +0.450597 H =       +12.261 eV
  796.   796 a                     +0.449827 H =       +12.240 eV
  795.   795 a                     +0.449032 H =       +12.219 eV
  794.   794 a                     +0.448237 H =       +12.197 eV
  793.   793 a                     +0.446917 H =       +12.161 eV
  792.   792 a                     +0.446004 H =       +12.136 eV
  791.   791 a                     +0.444753 H =       +12.102 eV
  790.   790 a                     +0.444013 H =       +12.082 eV
  789.   789 a                     +0.442519 H =       +12.042 eV
  788.   788 a                     +0.440455 H =       +11.985 eV
  787.   787 a                     +0.439683 H =       +11.964 eV
  786.   786 a                     +0.438648 H =       +11.936 eV
  785.   785 a                     +0.436729 H =       +11.884 eV
  784.   784 a                     +0.436502 H =       +11.878 eV
  783.   783 a                     +0.435712 H =       +11.856 eV
  782.   782 a                     +0.434626 H =       +11.827 eV
  781.   781 a                     +0.434284 H =       +11.817 eV
  780.   780 a                     +0.433877 H =       +11.806 eV
  779.   779 a                     +0.432481 H =       +11.768 eV
  778.   778 a                     +0.431954 H =       +11.754 eV
  777.   777 a                     +0.430710 H =       +11.720 eV
  776.   776 a                     +0.430180 H =       +11.706 eV
  775.   775 a                     +0.428287 H =       +11.654 eV
  774.   774 a                     +0.426124 H =       +11.595 eV
  773.   773 a                     +0.425696 H =       +11.584 eV
  772.   772 a                     +0.425350 H =       +11.574 eV
  771.   771 a                     +0.424139 H =       +11.541 eV
  770.   770 a                     +0.422598 H =       +11.499 eV
  769.   769 a                     +0.421937 H =       +11.481 eV
  768.   768 a                     +0.418850 H =       +11.397 eV
  767.   767 a                     +0.417157 H =       +11.351 eV
  766.   766 a                     +0.415178 H =       +11.298 eV
  765.   765 a                     +0.414562 H =       +11.281 eV
  764.   764 a                     +0.413566 H =       +11.254 eV
  763.   763 a                     +0.411955 H =       +11.210 eV
  762.   762 a                     +0.411168 H =       +11.188 eV
  761.   761 a                     +0.411124 H =       +11.187 eV
  760.   760 a                     +0.408300 H =       +11.110 eV
  759.   759 a                     +0.406820 H =       +11.070 eV
  758.   758 a                     +0.405093 H =       +11.023 eV
  757.   757 a                     +0.405003 H =       +11.021 eV
  756.   756 a                     +0.403434 H =       +10.978 eV
  755.   755 a                     +0.402984 H =       +10.966 eV
  754.   754 a                     +0.401152 H =       +10.916 eV
  753.   753 a                     +0.400201 H =       +10.890 eV
  752.   752 a                     +0.399732 H =       +10.877 eV
  751.   751 a                     +0.398330 H =       +10.839 eV
  750.   750 a                     +0.398098 H =       +10.833 eV
  749.   749 a                     +0.396593 H =       +10.792 eV
  748.   748 a                     +0.395695 H =       +10.767 eV
  747.   747 a                     +0.394486 H =       +10.735 eV
  746.   746 a                     +0.393060 H =       +10.696 eV
  745.   745 a                     +0.391356 H =       +10.649 eV
  744.   744 a                     +0.388440 H =       +10.570 eV
  743.   743 a                     +0.387374 H =       +10.541 eV
  742.   742 a                     +0.385998 H =       +10.504 eV
  741.   741 a                     +0.383925 H =       +10.447 eV
  740.   740 a                     +0.382154 H =       +10.399 eV
  739.   739 a                     +0.381332 H =       +10.377 eV
  738.   738 a                     +0.378894 H =       +10.310 eV
  737.   737 a                     +0.378145 H =       +10.290 eV
  736.   736 a                     +0.377276 H =       +10.266 eV
  735.   735 a                     +0.375929 H =       +10.230 eV
  734.   734 a                     +0.374409 H =       +10.188 eV
  733.   733 a                     +0.372859 H =       +10.146 eV
  732.   732 a                     +0.371784 H =       +10.117 eV
  731.   731 a                     +0.370683 H =       +10.087 eV
  730.   730 a                     +0.369754 H =       +10.062 eV
  729.   729 a                     +0.368482 H =       +10.027 eV
  728.   728 a                     +0.367167 H =        +9.991 eV
  727.   727 a                     +0.366030 H =        +9.960 eV
  726.   726 a                     +0.364693 H =        +9.924 eV
  725.   725 a                     +0.363803 H =        +9.900 eV
  724.   724 a                     +0.362136 H =        +9.854 eV
  723.   723 a                     +0.361727 H =        +9.843 eV
  722.   722 a                     +0.360538 H =        +9.811 eV
  721.   721 a                     +0.360042 H =        +9.797 eV
  720.   720 a                     +0.358942 H =        +9.767 eV
  719.   719 a                     +0.358250 H =        +9.748 eV
  718.   718 a                     +0.356681 H =        +9.706 eV
  717.   717 a                     +0.355988 H =        +9.687 eV
  716.   716 a                     +0.355278 H =        +9.668 eV
  715.   715 a                     +0.354096 H =        +9.635 eV
  714.   714 a                     +0.352358 H =        +9.588 eV
  713.   713 a                     +0.350564 H =        +9.539 eV
  712.   712 a                     +0.349490 H =        +9.510 eV
  711.   711 a                     +0.348236 H =        +9.476 eV
  710.   710 a                     +0.347682 H =        +9.461 eV
  709.   709 a                     +0.346964 H =        +9.441 eV
  708.   708 a                     +0.346536 H =        +9.430 eV
  707.   707 a                     +0.346020 H =        +9.416 eV
  706.   706 a                     +0.345230 H =        +9.394 eV
  705.   705 a                     +0.344120 H =        +9.364 eV
  704.   704 a                     +0.343474 H =        +9.346 eV
  703.   703 a                     +0.342840 H =        +9.329 eV
  702.   702 a                     +0.342355 H =        +9.316 eV
  701.   701 a                     +0.341601 H =        +9.295 eV
  700.   700 a                     +0.341094 H =        +9.282 eV
  699.   699 a                     +0.340269 H =        +9.259 eV
  698.   698 a                     +0.339695 H =        +9.244 eV
  697.   697 a                     +0.338458 H =        +9.210 eV
  696.   696 a                     +0.338176 H =        +9.202 eV
  695.   695 a                     +0.336657 H =        +9.161 eV
  694.   694 a                     +0.336087 H =        +9.145 eV
  693.   693 a                     +0.335128 H =        +9.119 eV
  692.   692 a                     +0.333621 H =        +9.078 eV
  691.   691 a                     +0.332882 H =        +9.058 eV
  690.   690 a                     +0.332045 H =        +9.035 eV
  689.   689 a                     +0.331154 H =        +9.011 eV
  688.   688 a                     +0.330493 H =        +8.993 eV
  687.   687 a                     +0.328985 H =        +8.952 eV
  686.   686 a                     +0.327564 H =        +8.913 eV
  685.   685 a                     +0.326804 H =        +8.893 eV
  684.   684 a                     +0.325942 H =        +8.869 eV
  683.   683 a                     +0.324003 H =        +8.817 eV
  682.   682 a                     +0.323254 H =        +8.796 eV
  681.   681 a                     +0.321770 H =        +8.756 eV
  680.   680 a                     +0.320158 H =        +8.712 eV
  679.   679 a                     +0.319427 H =        +8.692 eV
  678.   678 a                     +0.318341 H =        +8.662 eV
  677.   677 a                     +0.317453 H =        +8.638 eV
  676.   676 a                     +0.316138 H =        +8.603 eV
  675.   675 a                     +0.315286 H =        +8.579 eV
  674.   674 a                     +0.314483 H =        +8.558 eV
  673.   673 a                     +0.313397 H =        +8.528 eV
  672.   672 a                     +0.312602 H =        +8.506 eV
  671.   671 a                     +0.311103 H =        +8.466 eV
  670.   670 a                     +0.309864 H =        +8.432 eV
  669.   669 a                     +0.307586 H =        +8.370 eV
  668.   668 a                     +0.306846 H =        +8.350 eV
  667.   667 a                     +0.304384 H =        +8.283 eV
  666.   666 a                     +0.303559 H =        +8.260 eV
  665.   665 a                     +0.301887 H =        +8.215 eV
  664.   664 a                     +0.301302 H =        +8.199 eV
  663.   663 a                     +0.300942 H =        +8.189 eV
  662.   662 a                     +0.299324 H =        +8.145 eV
  661.   661 a                     +0.296912 H =        +8.079 eV
  660.   660 a                     +0.296072 H =        +8.057 eV
  659.   659 a                     +0.294320 H =        +8.009 eV
  658.   658 a                     +0.293048 H =        +7.974 eV
  657.   657 a                     +0.291993 H =        +7.946 eV
  656.   656 a                     +0.289286 H =        +7.872 eV
  655.   655 a                     +0.287172 H =        +7.814 eV
  654.   654 a                     +0.286311 H =        +7.791 eV
  653.   653 a                     +0.284179 H =        +7.733 eV
  652.   652 a                     +0.282960 H =        +7.700 eV
  651.   651 a                     +0.282485 H =        +7.687 eV
  650.   650 a                     +0.280393 H =        +7.630 eV
  649.   649 a                     +0.278937 H =        +7.590 eV
  648.   648 a                     +0.278415 H =        +7.576 eV
  647.   647 a                     +0.276094 H =        +7.513 eV
  646.   646 a                     +0.274857 H =        +7.479 eV
  645.   645 a                     +0.273169 H =        +7.433 eV
  644.   644 a                     +0.271858 H =        +7.398 eV
  643.   643 a                     +0.271007 H =        +7.374 eV
  642.   642 a                     +0.269668 H =        +7.338 eV
  641.   641 a                     +0.268766 H =        +7.314 eV
  640.   640 a                     +0.267916 H =        +7.290 eV
  639.   639 a                     +0.266029 H =        +7.239 eV
  638.   638 a                     +0.265608 H =        +7.228 eV
  637.   637 a                     +0.264989 H =        +7.211 eV
  636.   636 a                     +0.262416 H =        +7.141 eV
  635.   635 a                     +0.261546 H =        +7.117 eV
  634.   634 a                     +0.261059 H =        +7.104 eV
  633.   633 a                     +0.259037 H =        +7.049 eV
  632.   632 a                     +0.258036 H =        +7.022 eV
  631.   631 a                     +0.257191 H =        +6.999 eV
  630.   630 a                     +0.255879 H =        +6.963 eV
  629.   629 a                     +0.255763 H =        +6.960 eV
  628.   628 a                     +0.254882 H =        +6.936 eV
  627.   627 a                     +0.254420 H =        +6.923 eV
  626.   626 a                     +0.253277 H =        +6.892 eV
  625.   625 a                     +0.253055 H =        +6.886 eV
  624.   624 a                     +0.252746 H =        +6.878 eV
  623.   623 a                     +0.252572 H =        +6.873 eV
  622.   622 a                     +0.252010 H =        +6.858 eV
  621.   621 a                     +0.251658 H =        +6.848 eV
  620.   620 a                     +0.250586 H =        +6.819 eV
  619.   619 a                     +0.249746 H =        +6.796 eV
  618.   618 a                     +0.247615 H =        +6.738 eV
  617.   617 a                     +0.246759 H =        +6.715 eV
  616.   616 a                     +0.245762 H =        +6.688 eV
  615.   615 a                     +0.245265 H =        +6.674 eV
  614.   614 a                     +0.244660 H =        +6.658 eV
  613.   613 a                     +0.243755 H =        +6.633 eV
  612.   612 a                     +0.242910 H =        +6.610 eV
  611.   611 a                     +0.241751 H =        +6.578 eV
  610.   610 a                     +0.240508 H =        +6.545 eV
  609.   609 a                     +0.238914 H =        +6.501 eV
  608.   608 a                     +0.238502 H =        +6.490 eV
  607.   607 a                     +0.237544 H =        +6.464 eV
  606.   606 a                     +0.236785 H =        +6.443 eV
  605.   605 a                     +0.235404 H =        +6.406 eV
  604.   604 a                     +0.234951 H =        +6.393 eV
  603.   603 a                     +0.232850 H =        +6.336 eV
  602.   602 a                     +0.232561 H =        +6.328 eV
  601.   601 a                     +0.230083 H =        +6.261 eV
  600.   600 a                     +0.229851 H =        +6.255 eV
  599.   599 a                     +0.229816 H =        +6.254 eV
  598.   598 a                     +0.227964 H =        +6.203 eV
  597.   597 a                     +0.227267 H =        +6.184 eV
  596.   596 a                     +0.226523 H =        +6.164 eV
  595.   595 a                     +0.224639 H =        +6.113 eV
  594.   594 a                     +0.223190 H =        +6.073 eV
  593.   593 a                     +0.222878 H =        +6.065 eV
  592.   592 a                     +0.220504 H =        +6.000 eV
  591.   591 a                     +0.218645 H =        +5.950 eV
  590.   590 a                     +0.218477 H =        +5.945 eV
  589.   589 a                     +0.216985 H =        +5.904 eV
  588.   588 a                     +0.216194 H =        +5.883 eV
  587.   587 a                     +0.215947 H =        +5.876 eV
  586.   586 a                     +0.215488 H =        +5.864 eV
  585.   585 a                     +0.214644 H =        +5.841 eV
  584.   584 a                     +0.214328 H =        +5.832 eV
  583.   583 a                     +0.212928 H =        +5.794 eV
  582.   582 a                     +0.212515 H =        +5.783 eV
  581.   581 a                     +0.211092 H =        +5.744 eV
  580.   580 a                     +0.209012 H =        +5.688 eV
  579.   579 a                     +0.208520 H =        +5.674 eV
  578.   578 a                     +0.207635 H =        +5.650 eV
  577.   577 a                     +0.205798 H =        +5.600 eV
  576.   576 a                     +0.204714 H =        +5.571 eV
  575.   575 a                     +0.203565 H =        +5.539 eV
  574.   574 a                     +0.202966 H =        +5.523 eV
  573.   573 a                     +0.200643 H =        +5.460 eV
  572.   572 a                     +0.200177 H =        +5.447 eV
  571.   571 a                     +0.198624 H =        +5.405 eV
  570.   570 a                     +0.198150 H =        +5.392 eV
  569.   569 a                     +0.196799 H =        +5.355 eV
  568.   568 a                     +0.196209 H =        +5.339 eV
  567.   567 a                     +0.194333 H =        +5.288 eV
  566.   566 a                     +0.193214 H =        +5.258 eV
  565.   565 a                     +0.191061 H =        +5.199 eV
  564.   564 a                     +0.190561 H =        +5.185 eV
  563.   563 a                     +0.189933 H =        +5.168 eV
  562.   562 a                     +0.189171 H =        +5.148 eV
  561.   561 a                     +0.187430 H =        +5.100 eV
  560.   560 a                     +0.186819 H =        +5.084 eV
  559.   559 a                     +0.186703 H =        +5.080 eV
  558.   558 a                     +0.185687 H =        +5.053 eV
  557.   557 a                     +0.185123 H =        +5.037 eV
  556.   556 a                     +0.182776 H =        +4.974 eV
  555.   555 a                     +0.181668 H =        +4.943 eV
  554.   554 a                     +0.179817 H =        +4.893 eV
  553.   553 a                     +0.179287 H =        +4.879 eV
  552.   552 a                     +0.177762 H =        +4.837 eV
  551.   551 a                     +0.176222 H =        +4.795 eV
  550.   550 a                     +0.174415 H =        +4.746 eV
  549.   549 a                     +0.173269 H =        +4.715 eV
  548.   548 a                     +0.172107 H =        +4.683 eV
  547.   547 a                     +0.170696 H =        +4.645 eV
  546.   546 a                     +0.168619 H =        +4.588 eV
