
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:38:37.641 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   415.   415 a     -0.19251350 H =     -5.23856 eV
   LUMO:   416.   416 a     -0.12911887 H =     -3.51351 eV
   Gap :                    +0.06339462 H =     +1.72506 eV
 
Number of MOs=   4716, Electrons=    830.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
 1214.  1214 a                     +0.889862 H =       +24.214 eV
 1213.  1213 a                     +0.889298 H =       +24.199 eV
 1212.  1212 a                     +0.886662 H =       +24.127 eV
 1211.  1211 a                     +0.884977 H =       +24.081 eV
 1210.  1210 a                     +0.883809 H =       +24.050 eV
 1209.  1209 a                     +0.882502 H =       +24.014 eV
 1208.  1208 a                     +0.881613 H =       +23.990 eV
 1207.  1207 a                     +0.879661 H =       +23.937 eV
 1206.  1206 a                     +0.878718 H =       +23.911 eV
 1205.  1205 a                     +0.877107 H =       +23.867 eV
 1204.  1204 a                     +0.875801 H =       +23.832 eV
 1203.  1203 a                     +0.873252 H =       +23.762 eV
 1202.  1202 a                     +0.872099 H =       +23.731 eV
 1201.  1201 a                     +0.871420 H =       +23.713 eV
 1200.  1200 a                     +0.869849 H =       +23.670 eV
 1199.  1199 a                     +0.869062 H =       +23.648 eV
 1198.  1198 a                     +0.867506 H =       +23.606 eV
 1197.  1197 a                     +0.866354 H =       +23.575 eV
 1196.  1196 a                     +0.865846 H =       +23.561 eV
 1195.  1195 a                     +0.864904 H =       +23.535 eV
 1194.  1194 a                     +0.862591 H =       +23.472 eV
 1193.  1193 a                     +0.861903 H =       +23.454 eV
 1192.  1192 a                     +0.860827 H =       +23.424 eV
 1191.  1191 a                     +0.859785 H =       +23.396 eV
 1190.  1190 a                     +0.857858 H =       +23.344 eV
 1189.  1189 a                     +0.856398 H =       +23.304 eV
 1188.  1188 a                     +0.855148 H =       +23.270 eV
 1187.  1187 a                     +0.853651 H =       +23.229 eV
 1186.  1186 a                     +0.852121 H =       +23.187 eV
 1185.  1185 a                     +0.849646 H =       +23.120 eV
 1184.  1184 a                     +0.848792 H =       +23.097 eV
 1183.  1183 a                     +0.847805 H =       +23.070 eV
 1182.  1182 a                     +0.847742 H =       +23.068 eV
 1181.  1181 a                     +0.846171 H =       +23.026 eV
 1180.  1180 a                     +0.844802 H =       +22.988 eV
 1179.  1179 a                     +0.843364 H =       +22.949 eV
 1178.  1178 a                     +0.841026 H =       +22.885 eV
 1177.  1177 a                     +0.838831 H =       +22.826 eV
 1176.  1176 a                     +0.837372 H =       +22.786 eV
 1175.  1175 a                     +0.835690 H =       +22.740 eV
 1174.  1174 a                     +0.835268 H =       +22.729 eV
 1173.  1173 a                     +0.834357 H =       +22.704 eV
 1172.  1172 a                     +0.833463 H =       +22.680 eV
 1171.  1171 a                     +0.831297 H =       +22.621 eV
 1170.  1170 a                     +0.830376 H =       +22.596 eV
 1169.  1169 a                     +0.830284 H =       +22.593 eV
 1168.  1168 a                     +0.828114 H =       +22.534 eV
 1167.  1167 a                     +0.827412 H =       +22.515 eV
 1166.  1166 a                     +0.826112 H =       +22.480 eV
 1165.  1165 a                     +0.825641 H =       +22.467 eV
 1164.  1164 a                     +0.823873 H =       +22.419 eV
 1163.  1163 a                     +0.822919 H =       +22.393 eV
 1162.  1162 a                     +0.822123 H =       +22.371 eV
 1161.  1161 a                     +0.820820 H =       +22.336 eV
 1160.  1160 a                     +0.820198 H =       +22.319 eV
 1159.  1159 a                     +0.819879 H =       +22.310 eV
 1158.  1158 a                     +0.818582 H =       +22.275 eV
 1157.  1157 a                     +0.816309 H =       +22.213 eV
 1156.  1156 a                     +0.815366 H =       +22.187 eV
 1155.  1155 a                     +0.814596 H =       +22.166 eV
 1154.  1154 a                     +0.814245 H =       +22.157 eV
 1153.  1153 a                     +0.812589 H =       +22.112 eV
 1152.  1152 a                     +0.810117 H =       +22.044 eV
 1151.  1151 a                     +0.808378 H =       +21.997 eV
 1150.  1150 a                     +0.807407 H =       +21.971 eV
 1149.  1149 a                     +0.806420 H =       +21.944 eV
 1148.  1148 a                     +0.805174 H =       +21.910 eV
 1147.  1147 a                     +0.804030 H =       +21.879 eV
 1146.  1146 a                     +0.801803 H =       +21.818 eV
 1145.  1145 a                     +0.801050 H =       +21.798 eV
 1144.  1144 a                     +0.800413 H =       +21.780 eV
 1143.  1143 a                     +0.799714 H =       +21.761 eV
 1142.  1142 a                     +0.797821 H =       +21.710 eV
 1141.  1141 a                     +0.797377 H =       +21.698 eV
 1140.  1140 a                     +0.795609 H =       +21.650 eV
 1139.  1139 a                     +0.794733 H =       +21.626 eV
 1138.  1138 a                     +0.793423 H =       +21.590 eV
 1137.  1137 a                     +0.792708 H =       +21.571 eV
 1136.  1136 a                     +0.792109 H =       +21.554 eV
 1135.  1135 a                     +0.791078 H =       +21.526 eV
 1134.  1134 a                     +0.789669 H =       +21.488 eV
 1133.  1133 a                     +0.787061 H =       +21.417 eV
 1132.  1132 a                     +0.786239 H =       +21.395 eV
 1131.  1131 a                     +0.785698 H =       +21.380 eV
 1130.  1130 a                     +0.784094 H =       +21.336 eV
 1129.  1129 a                     +0.783085 H =       +21.309 eV
 1128.  1128 a                     +0.781789 H =       +21.274 eV
 1127.  1127 a                     +0.781238 H =       +21.259 eV
 1126.  1126 a                     +0.780310 H =       +21.233 eV
 1125.  1125 a                     +0.778902 H =       +21.195 eV
 1124.  1124 a                     +0.778470 H =       +21.183 eV
 1123.  1123 a                     +0.776850 H =       +21.139 eV
 1122.  1122 a                     +0.774281 H =       +21.069 eV
 1121.  1121 a                     +0.773104 H =       +21.037 eV
 1120.  1120 a                     +0.772643 H =       +21.025 eV
 1119.  1119 a                     +0.771224 H =       +20.986 eV
 1118.  1118 a                     +0.770144 H =       +20.957 eV
 1117.  1117 a                     +0.768823 H =       +20.921 eV
 1116.  1116 a                     +0.767226 H =       +20.877 eV
 1115.  1115 a                     +0.765938 H =       +20.842 eV
 1114.  1114 a                     +0.764144 H =       +20.793 eV
 1113.  1113 a                     +0.763072 H =       +20.764 eV
 1112.  1112 a                     +0.761122 H =       +20.711 eV
 1111.  1111 a                     +0.760741 H =       +20.701 eV
 1110.  1110 a                     +0.759597 H =       +20.670 eV
 1109.  1109 a                     +0.758257 H =       +20.633 eV
 1108.  1108 a                     +0.756065 H =       +20.574 eV
 1107.  1107 a                     +0.755245 H =       +20.551 eV
 1106.  1106 a                     +0.753762 H =       +20.511 eV
 1105.  1105 a                     +0.752338 H =       +20.472 eV
 1104.  1104 a                     +0.751924 H =       +20.461 eV
 1103.  1103 a                     +0.750403 H =       +20.420 eV
 1102.  1102 a                     +0.748843 H =       +20.377 eV
 1101.  1101 a                     +0.747347 H =       +20.336 eV
 1100.  1100 a                     +0.746166 H =       +20.304 eV
 1099.  1099 a                     +0.744608 H =       +20.262 eV
 1098.  1098 a                     +0.743446 H =       +20.230 eV
 1097.  1097 a                     +0.742991 H =       +20.218 eV
 1096.  1096 a                     +0.742663 H =       +20.209 eV
 1095.  1095 a                     +0.741146 H =       +20.168 eV
 1094.  1094 a                     +0.740163 H =       +20.141 eV
 1093.  1093 a                     +0.737216 H =       +20.061 eV
 1092.  1092 a                     +0.736155 H =       +20.032 eV
 1091.  1091 a                     +0.734236 H =       +19.980 eV
 1090.  1090 a                     +0.733112 H =       +19.949 eV
 1089.  1089 a                     +0.732222 H =       +19.925 eV
 1088.  1088 a                     +0.731040 H =       +19.893 eV
 1087.  1087 a                     +0.729593 H =       +19.853 eV
 1086.  1086 a                     +0.728301 H =       +19.818 eV
 1085.  1085 a                     +0.727643 H =       +19.800 eV
 1084.  1084 a                     +0.726008 H =       +19.756 eV
 1083.  1083 a                     +0.724447 H =       +19.713 eV
 1082.  1082 a                     +0.723832 H =       +19.696 eV
 1081.  1081 a                     +0.722370 H =       +19.657 eV
 1080.  1080 a                     +0.721915 H =       +19.644 eV
 1079.  1079 a                     +0.720416 H =       +19.604 eV
 1078.  1078 a                     +0.718481 H =       +19.551 eV
 1077.  1077 a                     +0.717855 H =       +19.534 eV
 1076.  1076 a                     +0.717226 H =       +19.517 eV
 1075.  1075 a                     +0.715731 H =       +19.476 eV
 1074.  1074 a                     +0.714914 H =       +19.454 eV
 1073.  1073 a                     +0.712037 H =       +19.376 eV
 1072.  1072 a                     +0.710265 H =       +19.327 eV
 1071.  1071 a                     +0.709603 H =       +19.309 eV
 1070.  1070 a                     +0.707137 H =       +19.242 eV
 1069.  1069 a                     +0.706646 H =       +19.229 eV
 1068.  1068 a                     +0.705598 H =       +19.200 eV
 1067.  1067 a                     +0.703476 H =       +19.143 eV
 1066.  1066 a                     +0.702548 H =       +19.117 eV
 1065.  1065 a                     +0.702479 H =       +19.115 eV
 1064.  1064 a                     +0.700939 H =       +19.074 eV
 1063.  1063 a                     +0.699756 H =       +19.041 eV
 1062.  1062 a                     +0.698841 H =       +19.016 eV
 1061.  1061 a                     +0.697217 H =       +18.972 eV
 1060.  1060 a                     +0.695888 H =       +18.936 eV
 1059.  1059 a                     +0.695438 H =       +18.924 eV
 1058.  1058 a                     +0.694436 H =       +18.897 eV
 1057.  1057 a                     +0.693305 H =       +18.866 eV
 1056.  1056 a                     +0.692286 H =       +18.838 eV
 1055.  1055 a                     +0.690691 H =       +18.795 eV
 1054.  1054 a                     +0.690187 H =       +18.781 eV
 1053.  1053 a                     +0.689000 H =       +18.749 eV
 1052.  1052 a                     +0.688595 H =       +18.738 eV
 1051.  1051 a                     +0.687905 H =       +18.719 eV
 1050.  1050 a                     +0.686685 H =       +18.686 eV
 1049.  1049 a                     +0.684342 H =       +18.622 eV
 1048.  1048 a                     +0.682870 H =       +18.582 eV
 1047.  1047 a                     +0.682391 H =       +18.569 eV
 1046.  1046 a                     +0.680809 H =       +18.526 eV
 1045.  1045 a                     +0.679602 H =       +18.493 eV
 1044.  1044 a                     +0.678755 H =       +18.470 eV
 1043.  1043 a                     +0.677497 H =       +18.436 eV
 1042.  1042 a                     +0.676131 H =       +18.398 eV
 1041.  1041 a                     +0.675456 H =       +18.380 eV
 1040.  1040 a                     +0.673866 H =       +18.337 eV
 1039.  1039 a                     +0.673463 H =       +18.326 eV
 1038.  1038 a                     +0.671307 H =       +18.267 eV
 1037.  1037 a                     +0.671068 H =       +18.261 eV
 1036.  1036 a                     +0.670142 H =       +18.236 eV
 1035.  1035 a                     +0.669207 H =       +18.210 eV
 1034.  1034 a                     +0.666730 H =       +18.143 eV
 1033.  1033 a                     +0.666649 H =       +18.140 eV
 1032.  1032 a                     +0.665627 H =       +18.113 eV
 1031.  1031 a                     +0.664544 H =       +18.083 eV
 1030.  1030 a                     +0.663141 H =       +18.045 eV
 1029.  1029 a                     +0.662411 H =       +18.025 eV
 1028.  1028 a                     +0.661779 H =       +18.008 eV
 1027.  1027 a                     +0.660363 H =       +17.969 eV
 1026.  1026 a                     +0.659917 H =       +17.957 eV
 1025.  1025 a                     +0.658030 H =       +17.906 eV
 1024.  1024 a                     +0.655909 H =       +17.848 eV
 1023.  1023 a                     +0.655532 H =       +17.838 eV
 1022.  1022 a                     +0.654775 H =       +17.817 eV
 1021.  1021 a                     +0.654157 H =       +17.801 eV
 1020.  1020 a                     +0.653363 H =       +17.779 eV
 1019.  1019 a                     +0.652225 H =       +17.748 eV
 1018.  1018 a                     +0.650084 H =       +17.690 eV
 1017.  1017 a                     +0.649654 H =       +17.678 eV
 1016.  1016 a                     +0.648513 H =       +17.647 eV
 1015.  1015 a                     +0.647627 H =       +17.623 eV
 1014.  1014 a                     +0.646166 H =       +17.583 eV
 1013.  1013 a                     +0.644291 H =       +17.532 eV
 1012.  1012 a                     +0.644151 H =       +17.528 eV
 1011.  1011 a                     +0.642028 H =       +17.470 eV
 1010.  1010 a                     +0.641328 H =       +17.451 eV
 1009.  1009 a                     +0.639476 H =       +17.401 eV
 1008.  1008 a                     +0.637457 H =       +17.346 eV
 1007.  1007 a                     +0.636133 H =       +17.310 eV
 1006.  1006 a                     +0.635388 H =       +17.290 eV
 1005.  1005 a                     +0.633931 H =       +17.250 eV
 1004.  1004 a                     +0.632731 H =       +17.217 eV
 1003.  1003 a                     +0.632078 H =       +17.200 eV
 1002.  1002 a                     +0.631409 H =       +17.182 eV
 1001.  1001 a                     +0.630079 H =       +17.145 eV
 1000.  1000 a                     +0.628560 H =       +17.104 eV
  999.   999 a                     +0.627724 H =       +17.081 eV
  998.   998 a                     +0.626493 H =       +17.048 eV
  997.   997 a                     +0.624869 H =       +17.004 eV
  996.   996 a                     +0.624195 H =       +16.985 eV
  995.   995 a                     +0.623632 H =       +16.970 eV
  994.   994 a                     +0.621563 H =       +16.914 eV
  993.   993 a                     +0.620744 H =       +16.891 eV
  992.   992 a                     +0.619913 H =       +16.869 eV
  991.   991 a                     +0.618164 H =       +16.821 eV
  990.   990 a                     +0.617411 H =       +16.801 eV
  989.   989 a                     +0.615657 H =       +16.753 eV
  988.   988 a                     +0.614624 H =       +16.725 eV
  987.   987 a                     +0.614213 H =       +16.714 eV
  986.   986 a                     +0.613124 H =       +16.684 eV
  985.   985 a                     +0.610944 H =       +16.625 eV
  984.   984 a                     +0.610228 H =       +16.605 eV
  983.   983 a                     +0.609138 H =       +16.576 eV
  982.   982 a                     +0.608732 H =       +16.564 eV
  981.   981 a                     +0.607785 H =       +16.539 eV
  980.   980 a                     +0.605225 H =       +16.469 eV
  979.   979 a                     +0.604679 H =       +16.454 eV
  978.   978 a                     +0.603554 H =       +16.424 eV
  977.   977 a                     +0.602452 H =       +16.394 eV
  976.   976 a                     +0.601478 H =       +16.367 eV
  975.   975 a                     +0.600895 H =       +16.351 eV
  974.   974 a                     +0.599839 H =       +16.322 eV
  973.   973 a                     +0.598209 H =       +16.278 eV
  972.   972 a                     +0.596212 H =       +16.224 eV
  971.   971 a                     +0.595706 H =       +16.210 eV
  970.   970 a                     +0.594464 H =       +16.176 eV
  969.   969 a                     +0.594081 H =       +16.166 eV
  968.   968 a                     +0.592170 H =       +16.114 eV
  967.   967 a                     +0.591383 H =       +16.092 eV
  966.   966 a                     +0.590767 H =       +16.076 eV
  965.   965 a                     +0.588246 H =       +16.007 eV
  964.   964 a                     +0.587693 H =       +15.992 eV
  963.   963 a                     +0.586903 H =       +15.970 eV
  962.   962 a                     +0.585074 H =       +15.921 eV
  961.   961 a                     +0.584571 H =       +15.907 eV
  960.   960 a                     +0.583335 H =       +15.873 eV
  959.   959 a                     +0.581678 H =       +15.828 eV
  958.   958 a                     +0.580679 H =       +15.801 eV
  957.   957 a                     +0.579259 H =       +15.762 eV
  956.   956 a                     +0.578642 H =       +15.746 eV
  955.   955 a                     +0.577358 H =       +15.711 eV
  954.   954 a                     +0.576682 H =       +15.692 eV
  953.   953 a                     +0.576040 H =       +15.675 eV
  952.   952 a                     +0.573654 H =       +15.610 eV
  951.   951 a                     +0.572913 H =       +15.590 eV
  950.   950 a                     +0.571931 H =       +15.563 eV
  949.   949 a                     +0.570114 H =       +15.514 eV
  948.   948 a                     +0.569644 H =       +15.501 eV
  947.   947 a                     +0.568639 H =       +15.473 eV
  946.   946 a                     +0.566976 H =       +15.428 eV
  945.   945 a                     +0.565730 H =       +15.394 eV
  944.   944 a                     +0.565392 H =       +15.385 eV
  943.   943 a                     +0.564610 H =       +15.364 eV
  942.   942 a                     +0.563271 H =       +15.327 eV
  941.   941 a                     +0.562026 H =       +15.294 eV
  940.   940 a                     +0.560941 H =       +15.264 eV
  939.   939 a                     +0.560307 H =       +15.247 eV
  938.   938 a                     +0.559132 H =       +15.215 eV
  937.   937 a                     +0.556698 H =       +15.149 eV
  936.   936 a                     +0.556446 H =       +15.142 eV
  935.   935 a                     +0.554532 H =       +15.090 eV
  934.   934 a                     +0.553627 H =       +15.065 eV
  933.   933 a                     +0.552882 H =       +15.045 eV
  932.   932 a                     +0.551421 H =       +15.005 eV
  931.   931 a                     +0.550838 H =       +14.989 eV
  930.   930 a                     +0.550307 H =       +14.975 eV
  929.   929 a                     +0.548588 H =       +14.928 eV
  928.   928 a                     +0.548095 H =       +14.914 eV
  927.   927 a                     +0.546559 H =       +14.873 eV
  926.   926 a                     +0.544353 H =       +14.813 eV
  925.   925 a                     +0.543605 H =       +14.792 eV
  924.   924 a                     +0.543103 H =       +14.779 eV
  923.   923 a                     +0.542501 H =       +14.762 eV
  922.   922 a                     +0.541764 H =       +14.742 eV
  921.   921 a                     +0.540866 H =       +14.718 eV
  920.   920 a                     +0.540526 H =       +14.708 eV
  919.   919 a                     +0.539032 H =       +14.668 eV
  918.   918 a                     +0.537467 H =       +14.625 eV
  917.   917 a                     +0.536200 H =       +14.591 eV
  916.   916 a                     +0.534526 H =       +14.545 eV
  915.   915 a                     +0.533467 H =       +14.516 eV
  914.   914 a                     +0.533017 H =       +14.504 eV
  913.   913 a                     +0.531637 H =       +14.467 eV
  912.   912 a                     +0.530880 H =       +14.446 eV
  911.   911 a                     +0.528142 H =       +14.371 eV
  910.   910 a                     +0.526606 H =       +14.330 eV
  909.   909 a                     +0.526234 H =       +14.320 eV
  908.   908 a                     +0.525099 H =       +14.289 eV
  907.   907 a                     +0.524294 H =       +14.267 eV
  906.   906 a                     +0.523409 H =       +14.243 eV
  905.   905 a                     +0.522103 H =       +14.207 eV
  904.   904 a                     +0.520127 H =       +14.153 eV
  903.   903 a                     +0.519853 H =       +14.146 eV
  902.   902 a                     +0.519128 H =       +14.126 eV
  901.   901 a                     +0.517389 H =       +14.079 eV
  900.   900 a                     +0.516369 H =       +14.051 eV
  899.   899 a                     +0.514878 H =       +14.011 eV
  898.   898 a                     +0.514415 H =       +13.998 eV
  897.   897 a                     +0.512928 H =       +13.957 eV
  896.   896 a                     +0.511781 H =       +13.926 eV
  895.   895 a                     +0.510847 H =       +13.901 eV
  894.   894 a                     +0.509029 H =       +13.851 eV
  893.   893 a                     +0.508700 H =       +13.842 eV
  892.   892 a                     +0.507319 H =       +13.805 eV
  891.   891 a                     +0.506359 H =       +13.779 eV
  890.   890 a                     +0.504871 H =       +13.738 eV
  889.   889 a                     +0.503558 H =       +13.703 eV
  888.   888 a                     +0.502374 H =       +13.670 eV
  887.   887 a                     +0.501931 H =       +13.658 eV
  886.   886 a                     +0.501219 H =       +13.639 eV
  885.   885 a                     +0.500681 H =       +13.624 eV
  884.   884 a                     +0.499889 H =       +13.603 eV
  883.   883 a                     +0.498064 H =       +13.553 eV
  882.   882 a                     +0.497257 H =       +13.531 eV
  881.   881 a                     +0.496868 H =       +13.520 eV
  880.   880 a                     +0.495670 H =       +13.488 eV
  879.   879 a                     +0.495180 H =       +13.475 eV
  878.   878 a                     +0.493268 H =       +13.423 eV
  877.   877 a                     +0.491789 H =       +13.382 eV
  876.   876 a                     +0.491381 H =       +13.371 eV
  875.   875 a                     +0.490105 H =       +13.336 eV
  874.   874 a                     +0.489445 H =       +13.318 eV
  873.   873 a                     +0.487592 H =       +13.268 eV
  872.   872 a                     +0.486750 H =       +13.245 eV
  871.   871 a                     +0.486596 H =       +13.241 eV
  870.   870 a                     +0.484898 H =       +13.195 eV
  869.   869 a                     +0.483620 H =       +13.160 eV
  868.   868 a                     +0.483376 H =       +13.153 eV
  867.   867 a                     +0.482065 H =       +13.118 eV
  866.   866 a                     +0.480558 H =       +13.077 eV
  865.   865 a                     +0.479112 H =       +13.037 eV
  864.   864 a                     +0.478966 H =       +13.033 eV
  863.   863 a                     +0.476926 H =       +12.978 eV
  862.   862 a                     +0.476579 H =       +12.968 eV
  861.   861 a                     +0.475821 H =       +12.948 eV
  860.   860 a                     +0.475553 H =       +12.940 eV
  859.   859 a                     +0.474086 H =       +12.901 eV
  858.   858 a                     +0.473081 H =       +12.873 eV
  857.   857 a                     +0.472563 H =       +12.859 eV
  856.   856 a                     +0.470759 H =       +12.810 eV
  855.   855 a                     +0.468896 H =       +12.759 eV
  854.   854 a                     +0.468160 H =       +12.739 eV
  853.   853 a                     +0.467685 H =       +12.726 eV
  852.   852 a                     +0.466798 H =       +12.702 eV
  851.   851 a                     +0.465377 H =       +12.664 eV
  850.   850 a                     +0.464903 H =       +12.651 eV
  849.   849 a                     +0.464392 H =       +12.637 eV
  848.   848 a                     +0.463998 H =       +12.626 eV
  847.   847 a                     +0.462926 H =       +12.597 eV
  846.   846 a                     +0.461902 H =       +12.569 eV
  845.   845 a                     +0.460222 H =       +12.523 eV
  844.   844 a                     +0.459289 H =       +12.498 eV
  843.   843 a                     +0.459122 H =       +12.493 eV
  842.   842 a                     +0.458704 H =       +12.482 eV
  841.   841 a                     +0.456953 H =       +12.434 eV
  840.   840 a                     +0.455848 H =       +12.404 eV
  839.   839 a                     +0.454193 H =       +12.359 eV
  838.   838 a                     +0.453778 H =       +12.348 eV
  837.   837 a                     +0.453417 H =       +12.338 eV
  836.   836 a                     +0.452302 H =       +12.308 eV
  835.   835 a                     +0.451526 H =       +12.287 eV
  834.   834 a                     +0.450755 H =       +12.266 eV
  833.   833 a                     +0.449641 H =       +12.235 eV
  832.   832 a                     +0.448576 H =       +12.206 eV
  831.   831 a                     +0.447292 H =       +12.171 eV
  830.   830 a                     +0.446682 H =       +12.155 eV
  829.   829 a                     +0.445671 H =       +12.127 eV
  828.   828 a                     +0.444881 H =       +12.106 eV
  827.   827 a                     +0.443316 H =       +12.063 eV
  826.   826 a                     +0.442039 H =       +12.028 eV
  825.   825 a                     +0.441497 H =       +12.014 eV
  824.   824 a                     +0.440308 H =       +11.981 eV
  823.   823 a                     +0.440217 H =       +11.979 eV
  822.   822 a                     +0.439611 H =       +11.962 eV
  821.   821 a                     +0.438946 H =       +11.944 eV
  820.   820 a                     +0.437879 H =       +11.915 eV
  819.   819 a                     +0.437453 H =       +11.904 eV
  818.   818 a                     +0.435702 H =       +11.856 eV
  817.   817 a                     +0.435457 H =       +11.849 eV
  816.   816 a                     +0.434770 H =       +11.831 eV
  815.   815 a                     +0.433964 H =       +11.809 eV
  814.   814 a                     +0.432249 H =       +11.762 eV
  813.   813 a                     +0.430646 H =       +11.718 eV
  812.   812 a                     +0.429911 H =       +11.698 eV
  811.   811 a                     +0.429151 H =       +11.678 eV
  810.   810 a                     +0.428882 H =       +11.670 eV
  809.   809 a                     +0.427934 H =       +11.645 eV
  808.   808 a                     +0.427310 H =       +11.628 eV
  807.   807 a                     +0.426148 H =       +11.596 eV
  806.   806 a                     +0.424494 H =       +11.551 eV
  805.   805 a                     +0.424055 H =       +11.539 eV
  804.   804 a                     +0.422270 H =       +11.491 eV
  803.   803 a                     +0.421846 H =       +11.479 eV
  802.   802 a                     +0.421192 H =       +11.461 eV
  801.   801 a                     +0.420394 H =       +11.440 eV
  800.   800 a                     +0.418625 H =       +11.391 eV
  799.   799 a                     +0.417981 H =       +11.374 eV
  798.   798 a                     +0.417074 H =       +11.349 eV
  797.   797 a                     +0.416155 H =       +11.324 eV
  796.   796 a                     +0.414818 H =       +11.288 eV
  795.   795 a                     +0.414443 H =       +11.278 eV
  794.   794 a                     +0.413344 H =       +11.248 eV
  793.   793 a                     +0.412940 H =       +11.237 eV
  792.   792 a                     +0.411999 H =       +11.211 eV
  791.   791 a                     +0.410921 H =       +11.182 eV
  790.   790 a                     +0.410590 H =       +11.173 eV
  789.   789 a                     +0.409083 H =       +11.132 eV
  788.   788 a                     +0.407988 H =       +11.102 eV
  787.   787 a                     +0.406103 H =       +11.051 eV
  786.   786 a                     +0.405777 H =       +11.042 eV
  785.   785 a                     +0.404780 H =       +11.015 eV
  784.   784 a                     +0.404183 H =       +10.998 eV
  783.   783 a                     +0.402618 H =       +10.956 eV
  782.   782 a                     +0.401751 H =       +10.932 eV
  781.   781 a                     +0.400037 H =       +10.886 eV
  780.   780 a                     +0.399151 H =       +10.861 eV
  779.   779 a                     +0.399030 H =       +10.858 eV
  778.   778 a                     +0.398077 H =       +10.832 eV
  777.   777 a                     +0.396435 H =       +10.788 eV
  776.   776 a                     +0.396124 H =       +10.779 eV
  775.   775 a                     +0.394425 H =       +10.733 eV
  774.   774 a                     +0.392707 H =       +10.686 eV
  773.   773 a                     +0.391653 H =       +10.657 eV
  772.   772 a                     +0.391105 H =       +10.643 eV
  771.   771 a                     +0.390792 H =       +10.634 eV
  770.   770 a                     +0.389397 H =       +10.596 eV
  769.   769 a                     +0.387511 H =       +10.545 eV
  768.   768 a                     +0.387098 H =       +10.533 eV
  767.   767 a                     +0.385736 H =       +10.496 eV
  766.   766 a                     +0.384517 H =       +10.463 eV
  765.   765 a                     +0.384245 H =       +10.456 eV
  764.   764 a                     +0.383314 H =       +10.431 eV
  763.   763 a                     +0.381959 H =       +10.394 eV
  762.   762 a                     +0.381451 H =       +10.380 eV
  761.   761 a                     +0.380556 H =       +10.355 eV
  760.   760 a                     +0.379523 H =       +10.327 eV
  759.   759 a                     +0.377344 H =       +10.268 eV
  758.   758 a                     +0.376499 H =       +10.245 eV
  757.   757 a                     +0.376115 H =       +10.235 eV
  756.   756 a                     +0.375191 H =       +10.209 eV
  755.   755 a                     +0.374775 H =       +10.198 eV
  754.   754 a                     +0.373715 H =       +10.169 eV
  753.   753 a                     +0.373033 H =       +10.151 eV
  752.   752 a                     +0.372537 H =       +10.137 eV
  751.   751 a                     +0.371527 H =       +10.110 eV
  750.   750 a                     +0.369444 H =       +10.053 eV
  749.   749 a                     +0.368294 H =       +10.022 eV
  748.   748 a                     +0.367752 H =       +10.007 eV
  747.   747 a                     +0.367315 H =        +9.995 eV
  746.   746 a                     +0.366574 H =        +9.975 eV
  745.   745 a                     +0.365585 H =        +9.948 eV
  744.   744 a                     +0.365272 H =        +9.940 eV
  743.   743 a                     +0.363918 H =        +9.903 eV
  742.   742 a                     +0.363228 H =        +9.884 eV
  741.   741 a                     +0.361432 H =        +9.835 eV
  740.   740 a                     +0.360776 H =        +9.817 eV
  739.   739 a                     +0.359574 H =        +9.785 eV
  738.   738 a                     +0.358227 H =        +9.748 eV
  737.   737 a                     +0.357580 H =        +9.730 eV
  736.   736 a                     +0.357102 H =        +9.717 eV
  735.   735 a                     +0.355892 H =        +9.684 eV
  734.   734 a                     +0.354905 H =        +9.657 eV
  733.   733 a                     +0.354041 H =        +9.634 eV
  732.   732 a                     +0.351882 H =        +9.575 eV
  731.   731 a                     +0.350634 H =        +9.541 eV
  730.   730 a                     +0.349910 H =        +9.522 eV
  729.   729 a                     +0.349362 H =        +9.507 eV
  728.   728 a                     +0.348206 H =        +9.475 eV
  727.   727 a                     +0.347367 H =        +9.452 eV
  726.   726 a                     +0.345372 H =        +9.398 eV
  725.   725 a                     +0.343746 H =        +9.354 eV
  724.   724 a                     +0.342896 H =        +9.331 eV
  723.   723 a                     +0.342572 H =        +9.322 eV
  722.   722 a                     +0.340338 H =        +9.261 eV
  721.   721 a                     +0.340183 H =        +9.257 eV
  720.   720 a                     +0.338781 H =        +9.219 eV
  719.   719 a                     +0.337379 H =        +9.181 eV
  718.   718 a                     +0.335762 H =        +9.137 eV
  717.   717 a                     +0.335342 H =        +9.125 eV
  716.   716 a                     +0.334109 H =        +9.092 eV
  715.   715 a                     +0.332807 H =        +9.056 eV
  714.   714 a                     +0.332500 H =        +9.048 eV
  713.   713 a                     +0.330997 H =        +9.007 eV
  712.   712 a                     +0.329910 H =        +8.977 eV
  711.   711 a                     +0.328997 H =        +8.952 eV
  710.   710 a                     +0.328751 H =        +8.946 eV
  709.   709 a                     +0.327264 H =        +8.905 eV
  708.   708 a                     +0.326124 H =        +8.874 eV
  707.   707 a                     +0.325319 H =        +8.852 eV
  706.   706 a                     +0.324797 H =        +8.838 eV
  705.   705 a                     +0.323395 H =        +8.800 eV
  704.   704 a                     +0.322509 H =        +8.776 eV
